adult,id,original_language,overview,popularity,release_date,title,vote_average,genres,weighted_rating,genres_text,content,release_year
False,974635,en,A mild-mannered professor moonlighting as a fake hit man in police stings ignites a chain reaction of trouble when he falls for a potential client.,0.005845299573271413,2024-05-16,Hit Man,0.7426229508196721,"['Comedy', 'Romance', 'Crime']",0.5205364665588099,Comedy Romance Crime,id: 974635. title: Hit Man. overview: A mild-mannered professor moonlighting as a fake hit man in police stings ignites a chain reaction of trouble when he falls for a potential client.. genres: Comedy Romance Crime,2024
False,119283,en,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",0.004289003879758899,2013-01-23,Parker,0.6642622950819672,"['Action', 'Crime']",0.38035319245798127,Action Crime,"id: 119283. title: Parker. overview: A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.. genres: Action Crime",2013
False,65,en,"For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance.",0.006074006003634794,2002-11-08,8 Mile,0.7804371584699453,"['Drama', 'Music']",0.6002991840346641,Drama Music,"id: 65. title: 8 Mile. overview: For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance.. genres: Drama Music",2002
False,80794,zh,The police suspect a young teenager who was horrifically abused by her family and raped by her father of finally snapping and slaughtering them all.,0.0031034916616790066,1993-10-28,Daughter of Darkness,0.5792349726775956,"['Thriller', 'Horror', 'Comedy']",0.5082149065240957,Thriller Horror Comedy,id: 80794. title: Daughter of Darkness. overview: The police suspect a young teenager who was horrifically abused by her family and raped by her father of finally snapping and slaughtering them all.. genres: Thriller Horror Comedy,1993
False,252,en,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",0.0048656838073542034,1971-06-29,Willy Wonka & the Chocolate Factory,0.8178142076502731,"['Family', 'Fantasy', 'Comedy']",0.6620244070356707,Family Fantasy Comedy,"id: 252. title: Willy Wonka & the Chocolate Factory. overview: When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.. genres: Family Fantasy Comedy",1971
False,1353117,en,"When a city is overrun with a demonically-possessed crowd, a cop must find the source of evil to save his family.",0.00561173995605682,2025-03-20,Home Sweet Home: Rebirth,0.646775956284153,"['Horror', 'Fantasy', 'Thriller', 'Mystery', 'Action']",0.4920372680196414,Horror Fantasy Thriller Mystery Action,"id: 1353117. title: Home Sweet Home: Rebirth. overview: When a city is overrun with a demonically-possessed crowd, a cop must find the source of evil to save his family.. genres: Horror Fantasy Thriller Mystery Action",2025
False,45269,en,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",0.004387644902509789,2010-11-26,The King's Speech,0.8451366120218579,"['Drama', 'History']",0.7390652648272733,Drama History,"id: 45269. title: The King's Speech. overview: The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.. genres: Drama History",2010
False,2109,en,"When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves.",0.010094385991179091,1998-09-18,Rush Hour,0.7719125683060108,"['Action', 'Comedy', 'Crime']",0.5798102873695983,Action Comedy Crime,"id: 2109. title: Rush Hour. overview: When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves.. genres: Action Comedy Crime",1998
False,785084,en,A reclusive English teacher suffering from severe obesity attempts to reconnect with his estranged teenage daughter for one last chance at redemption.,0.005247629612544614,2022-12-09,The Whale,0.8497267759562842,['Drama'],0.7282650168449365,Drama,id: 785084. title: The Whale. overview: A reclusive English teacher suffering from severe obesity attempts to reconnect with his estranged teenage daughter for one last chance at redemption.. genres: Drama,2022
False,1276521,en,"Timid 9-year-old Danny teams up with his beloved family dog Charlie, who gets abducted by aliens and returns with superpowers, to thwart a plan by the neighbor's sinister cat Puddy to destroy humanity.",0.004338021066956143,2025-10-24,Charlie the Wonderdog,0.6775956284153005,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",0.5164445563858655,Animation Action Adventure Comedy Family,"id: 1276521. title: Charlie the Wonderdog. overview: Timid 9-year-old Danny teams up with his beloved family dog Charlie, who gets abducted by aliens and returns with superpowers, to thwart a plan by the neighbor's sinister cat Puddy to destroy humanity.. genres: Animation Action Adventure Comedy Family",2025
